episode,total_done,total_col
0,0,0
1,0,10
2,0,6
3,0,6
4,0,1
5,0,6
6,0,5
7,1,7
8,1,12
9,1,0
10,1,10
11,1,10
12,1,11
13,2,9
14,3,2
15,4,1
16,4,0
17,5,9
18,6,0
19,6,10
20,6,1
21,7,5
22,7,0
23,7,0
24,7,2
25,8,5
26,9,6
27,9,3
28,9,4
29,9,5
30,10,1
31,11,4
32,11,2
33,12,2
34,12,10
35,12,1
36,12,11
37,12,12
38,12,8
39,12,7
40,12,0
41,12,1
42,12,0
43,13,1
44,13,17
45,13,0
46,14,6
47,15,0
48,15,0
49,15,6
50,15,3
51,15,18
52,16,2
53,17,10
54,17,7
55,18,7
56,19,10
57,19,0
58,20,7
59,20,9
60,20,0
61,20,1
62,20,4
63,20,6
64,20,0
65,20,3
66,21,2
67,21,1
68,21,1
69,22,1
70,23,3
71,24,5
72,24,0
73,25,0
74,25,12
75,25,1
76,25,0
77,26,10
78,26,6
79,27,0
80,27,4
81,27,18
82,27,3
83,27,0
84,27,5
85,27,2
86,27,3
87,28,12
88,28,0
89,29,0
90,30,7
91,31,0
92,31,6
93,32,0
94,32,0
95,32,1
96,32,0
97,32,0
98,32,4
99,32,1
100,32,0
101,33,6
102,33,0
103,34,1
104,34,4
105,35,0
106,35,3
107,35,2
108,36,3
109,36,9
110,36,6
111,36,5
112,37,2
113,37,3
114,38,3
115,39,5
116,39,0
117,39,4
118,40,3
119,41,15
120,41,0
121,42,4
122,42,3
123,42,0
124,42,0
125,42,4
126,43,1
127,43,5
128,44,1
129,45,1
130,46,0
131,46,2
132,47,0
133,47,11
134,48,0
135,48,1
136,48,3
137,48,0
138,49,0
139,49,0
140,50,0
141,50,1
142,51,1
143,51,1
144,52,0
145,52,0
146,53,1
147,53,1
148,53,19
149,53,2
150,53,1
151,53,1
152,54,2
153,55,0
154,56,0
155,56,1
156,56,3
157,57,0
158,58,2
159,58,2
160,59,1
161,60,12
162,61,0
163,62,0
164,62,0
165,63,0
166,63,2
167,63,1
168,63,2
169,63,3
170,63,1
171,63,0
172,64,0
173,65,0
174,66,1
175,66,3
176,66,9
177,66,7
178,66,2
179,66,5
180,66,1
181,67,0
182,67,1
183,67,3
184,68,2
185,68,2
186,68,0
187,69,4
188,70,1
189,71,0
190,72,3
191,73,1
192,74,4
193,74,18
194,74,1
195,74,1
196,74,1
197,74,8
198,75,0
199,75,2
